id_achat,id_livre,id_utilisateur,id_bibliotheque,date_achat,quantite,montant_total_dt
663,150,67,2,2024-02-06,1,78.55
664,17,51,8,2025-10-06,1,44.61
665,24,85,2,2023-12-18,2,30.36
666,119,13,3,2024-03-02,1,70.78
667,111,102,8,2025-06-12,5,547.95
668,98,110,3,2025-10-31,1,119.57
669,55,48,5,2025-03-21,3,53.43
670,115,39,1,2024-12-31,3,274.62
671,159,63,5,2025-07-31,5,286.45
672,106,141,8,2023-12-05,4,156.36
673,23,72,7,2025-04-18,1,66.05
674,108,52,9,2024-10-24,2,153.06
675,162,140,1,2025-08-10,2,124.1
676,183,92,8,2025-06-06,4,434.76
677,125,89,10,2025-10-09,5,462.2
678,83,100,5,2024-10-11,5,348.2
679,7,82,10,2025-08-13,2,101.44
680,8,72,1,2025-01-11,2,78.74
681,136,92,10,2023-12-27,4,184.44
682,41,26,4,2024-06-03,2,224.4
683,69,137,1,2024-07-29,2,50.84
684,148,100,6,2025-09-17,2,167.54
685,46,61,10,2024-03-02,2,124.56
686,189,92,10,2025-01-07,3,119.67
687,181,91,10,2024-08-19,1,77.39
688,37,145,4,2024-01-07,5,384.95
689,139,80,3,2024-10-22,4,453.28
690,10,24,1,2024-06-14,4,275.04
691,155,57,1,2025-10-28,2,226.88
692,123,1,6,2025-09-12,5,106.55
693,52,34,6,2024-08-06,5,116.55
694,83,16,1,2024-07-06,2,139.28
695,151,37,2,2025-06-19,2,47.42
696,94,19,6,2025-10-20,5,181.3
697,151,26,6,2024-01-26,4,94.84
698,83,35,3,2024-04-06,3,208.92
699,164,125,6,2025-04-26,4,332.08
700,182,144,10,2024-10-04,2,113.88
701,58,45,7,2023-12-29,3,121.89
702,188,76,3,2024-07-16,3,55.56
703,187,1,10,2024-05-30,2,157.88
704,198,146,1,2025-05-01,4,171.4
705,155,82,10,2025-10-20,2,226.88
706,164,145,2,2023-12-24,2,166.04
707,37,85,2,2024-09-21,4,307.96
708,89,82,3,2024-08-10,2,46.38
709,182,86,8,2025-04-11,1,56.94
710,68,54,4,2024-09-27,1,31.07
711,90,66,2,2024-10-18,1,73.68
712,13,99,8,2024-09-18,1,45.67
713,43,106,8,2025-07-23,4,77.68
714,90,140,7,2025-08-27,4,294.72
715,123,148,4,2024-01-24,1,21.31
716,116,19,1,2025-06-11,2,114.1
717,6,82,5,2025-09-15,3,239.79
718,19,88,3,2024-10-13,1,25.72
719,42,20,9,2024-08-22,4,65.48
720,87,124,1,2024-09-08,1,103.65
721,168,43,10,2025-03-09,4,147.72
722,41,14,2,2025-01-20,4,448.8
723,53,49,7,2024-01-16,3,141.57
724,185,139,5,2025-01-14,5,186.0
725,77,61,2,2025-06-04,3,155.07
726,101,147,9,2023-12-22,1,50.65
727,40,14,6,2025-08-25,4,182.64
728,110,23,5,2024-07-13,1,39.04
729,123,52,2,2024-09-12,5,106.55
730,53,44,5,2024-03-10,1,47.19
731,122,30,5,2025-08-13,1,33.11
732,121,126,5,2024-07-25,4,467.76
733,165,140,7,2025-04-02,1,20.27
734,95,98,6,2025-09-15,2,167.78
735,115,12,5,2024-08-01,2,183.08
736,120,68,4,2024-02-16,4,58.4
737,145,16,3,2024-10-05,3,114.06
738,22,89,9,2024-05-17,1,53.93
739,194,59,9,2025-03-08,4,67.4
740,100,134,7,2024-03-19,1,112.66
741,176,122,10,2024-07-01,5,576.9
742,122,77,2,2024-09-23,2,66.22
743,183,9,9,2025-06-25,4,434.76
744,133,147,10,2024-04-06,5,159.75
745,31,115,3,2024-09-10,2,78.7
746,55,50,3,2024-09-18,2,35.62
747,109,21,7,2024-02-12,1,32.4
748,161,38,10,2024-10-04,2,117.28
749,82,18,2,2025-04-24,3,349.68
750,143,102,9,2025-10-10,4,306.72
751,71,134,8,2025-08-18,3,296.64
752,180,134,7,2024-10-24,1,75.5
753,107,39,3,2024-09-19,1,70.85
754,151,150,2,2024-02-21,5,118.55
755,145,26,5,2024-03-23,1,38.02
756,89,106,5,2025-07-21,5,115.95
757,168,125,10,2024-06-08,4,147.72
758,122,10,3,2024-04-21,5,165.55
759,104,37,10,2024-02-19,3,32.58
760,175,103,1,2024-08-07,5,283.85
761,85,61,1,2025-02-02,4,261.24
762,69,96,1,2024-12-10,4,101.68
763,78,80,5,2025-07-05,3,335.76
764,179,26,4,2024-05-20,4,244.44
765,77,114,6,2024-07-11,2,103.38
766,187,107,10,2025-02-13,3,236.82
767,49,114,4,2025-02-11,1,90.29
768,190,125,9,2025-01-13,4,75.44
769,15,132,3,2025-03-29,3,134.1
770,80,130,7,2025-10-01,1,71.13
771,200,135,10,2025-06-30,2,184.46
772,45,50,4,2024-04-13,1,94.24
773,64,9,8,2025-05-16,1,105.02
774,93,51,5,2023-12-14,1,32.47
775,119,130,7,2024-02-18,3,212.34
776,175,8,4,2025-10-13,1,56.77
777,126,115,3,2024-03-12,3,83.64
778,151,142,6,2025-03-22,4,94.84
779,42,67,2,2023-11-23,3,49.11
780,8,99,1,2025-09-06,3,118.11
781,147,55,4,2025-06-19,2,178.28
782,174,53,5,2024-06-27,2,209.3
783,132,6,1,2024-01-19,4,57.04
784,34,45,10,2025-02-18,4,155.88
785,58,65,10,2024-02-11,1,40.63
786,183,71,7,2025-06-13,3,326.07
787,90,118,5,2024-07-23,4,294.72
788,120,78,9,2025-07-17,2,29.2
789,102,150,2,2025-01-11,5,508.55
790,131,96,9,2024-09-04,1,87.14
791,156,73,5,2025-05-10,5,546.55
792,124,17,6,2024-04-26,1,107.25
793,164,84,5,2025-01-20,3,249.06
794,168,77,4,2023-12-01,3,110.79
795,133,62,1,2024-02-20,2,63.9
796,104,82,3,2024-04-05,5,54.3
797,168,128,5,2025-08-15,1,36.93
798,108,104,7,2024-08-10,3,229.59
799,150,147,4,2025-01-21,1,78.55
800,186,57,9,2024-03-29,3,282.72
